Junction,Left_Speed,Left_Comment,Right_Speed,Right_Comment,Date,Time,Day_of_Week,Stratum
J48-J47,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:00:07,Thursday,Morning
J47-J46,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:00:08,Thursday,Morning
J46-J45,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:00:08,Thursday,Morning
J45-J43|44,47 mph,Unconfirmed Roadworks,48 mph,Unconfirmed Roadworks,15.08.24,07:00:08,Thursday,Morning
J43|44-J42,51 mph,Unconfirmed Roadworks,62 mph,No comment,15.08.24,07:00:18,Thursday,Morning
J42-J41,61 mph,No comment,63 mph,No comment,15.08.24,07:00:38,Thursday,Morning
J41-J40,58 mph,No comment,67 mph,No comment,15.08.24,07:00:58,Thursday,Morning
J40-J39,64 mph,No comment,66 mph,No comment,15.08.24,07:01:18,Thursday,Morning
J39-J38,69 mph,No comment,68 mph,No comment,15.08.24,07:01:38,Thursday,Morning
J38-J37,65 mph,No comment,67 mph,No comment,15.08.24,07:01:58,Thursday,Morning
J37-J36,62 mph,No comment,67 mph,No comment,15.08.24,07:02:18,Thursday,Morning
J36-J35A,63 mph,Unconfirmed Roadworks,64 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J35A-J35,59 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J35-J34,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J34-J33,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J33-J32,52 mph,Unconfirmed Roadworks,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J32-J31,62 mph,Unconfirmed Roadworks,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J31-J30,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:02:19,Thursday,Morning
J30-J29A,50 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,15.08.24,07:02:19,Thursday,Morning
J29A-J29,49 mph,No comment,52 mph,No comment,15.08.24,07:02:39,Thursday,Morning
J29-J28,50 mph,No comment,54 mph,No comment,15.08.24,07:02:59,Thursday,Morning
J28-J27,60 mph,No comment,60 mph,No comment,15.08.24,07:03:19,Thursday,Morning
J27-J26,68 mph,No comment,60 mph,No comment,15.08.24,07:03:40,Thursday,Morning
J26-J25,68 mph,No comment,59 mph,No comment,15.08.24,07:04:00,Thursday,Morning
J25-J24A,51 mph,No comment,48 mph,No comment,15.08.24,07:04:20,Thursday,Morning
J24A-J24,53 mph,No comment,47 mph,No comment,15.08.24,07:04:40,Thursday,Morning
J24-J23A,63 mph,Unconfirmed Roadworks,60 mph,No comment,15.08.24,07:04:50,Thursday,Morning
J23A-J23,70 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",65 mph,No comment,15.08.24,07:05:00,Thursday,Morning
J23-J22,70 mph,No comment,64 mph,No comment,15.08.24,07:05:20,Thursday,Morning
J22-J21A,70 mph,No comment,69 mph,Unconfirmed Roadworks,15.08.24,07:05:30,Thursday,Morning
J21A-J21,63 mph,No comment,58 mph,No comment,15.08.24,07:05:50,Thursday,Morning
J21-J20,61 mph,No comment,70 mph,No comment,15.08.24,07:06:11,Thursday,Morning
J20-J19,64 mph,No comment,67 mph,Unconfirmed Roadworks,15.08.24,07:06:21,Thursday,Morning
J19-J18,52 mph,No comment,49 mph,Unconfirmed Roadworks,15.08.24,07:06:31,Thursday,Morning
J18-J17,49 mph,No comment,48 mph,No comment,15.08.24,07:06:51,Thursday,Morning
J17-J16,49 mph,Unconfirmed Roadworks,49 mph,No comment,15.08.24,07:07:01,Thursday,Morning
J16-J15A,61 mph,Unconfirmed Roadworks,58 mph,No comment,15.08.24,07:07:11,Thursday,Morning
J15A-J15,67 mph,No comment,62 mph,No comment,15.08.24,07:07:31,Thursday,Morning
J15-J14,66 mph,No comment,64 mph,No comment,15.08.24,07:07:51,Thursday,Morning
J14-J13,56 mph,Incident,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:07:51,Thursday,Morning
J13-J12,48 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:08:01,Thursday,Morning
J12-J11A,49 mph,No comment,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,07:08:12,Thursday,Morning
J11A-J11,49 mph,No comment,43 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",15.08.24,07:08:22,Thursday,Morning
J11-J10,49 mph,No comment,46 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",15.08.24,07:08:32,Thursday,Morning
J10-J9,59 mph,No comment,63 mph,Roadworks,15.08.24,07:08:42,Thursday,Morning
J9-J8,62 mph,No comment,58 mph,Roadworks,15.08.24,07:08:52,Thursday,Morning
J8-J7,59 mph,No comment,56 mph,No comment,15.08.24,07:09:12,Thursday,Morning
J7-J6A,64 mph,No comment,59 mph,No comment,15.08.24,07:09:32,Thursday,Morning
J6A-J6,68 mph,No comment,68 mph,No comment,15.08.24,07:09:52,Thursday,Morning
J6-J5,70 mph,No comment,66 mph,No comment,15.08.24,07:10:12,Thursday,Morning
J5-J4,70 mph,No comment,64 mph,No comment,15.08.24,07:10:33,Thursday,Morning
J4-J2,70 mph,No comment,70 mph,No comment,15.08.24,07:10:53,Thursday,Morning
J2-J1,60 mph,No comment,34 mph,No comment,15.08.24,07:11:13,Thursday,Morning
J48-J47,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:30:39,Thursday,Inter
J47-J46,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:30:39,Thursday,Inter
J46-J45,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:30:39,Thursday,Inter
J45-J43|44,45 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,15.08.24,10:30:40,Thursday,Inter
J43|44-J42,51 mph,Unconfirmed Roadworks,63 mph,No comment,15.08.24,10:30:50,Thursday,Inter
J42-J41,62 mph,No comment,63 mph,No comment,15.08.24,10:31:10,Thursday,Inter
J41-J40,63 mph,No comment,61 mph,No comment,15.08.24,10:31:30,Thursday,Inter
J40-J39,63 mph,No comment,66 mph,No comment,15.08.24,10:31:50,Thursday,Inter
J39-J38,66 mph,No comment,66 mph,No comment,15.08.24,10:32:10,Thursday,Inter
J38-J37,64 mph,No comment,66 mph,No comment,15.08.24,10:32:30,Thursday,Inter
J37-J36,64 mph,No comment,65 mph,No comment,15.08.24,10:32:50,Thursday,Inter
J36-J35A,58 mph,Unconfirmed Roadworks,66 mph,Unconfirmed Roadworks,15.08.24,10:32:50,Thursday,Inter
J35A-J35,55 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,15.08.24,10:32:50,Thursday,Inter
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,Unconfirmed Roadworks,15.08.24,10:32:51,Thursday,Inter
J34-J33,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:32:51,Thursday,Inter
J33-J32,51 mph,Unconfirmed Roadworks,52 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:32:51,Thursday,Inter
J32-J31,62 mph,Unconfirmed Roadworks,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:32:51,Thursday,Inter
J31-J30,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:32:51,Thursday,Inter
J30-J29A,47 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,15.08.24,10:32:51,Thursday,Inter
J29A-J29,48 mph,No comment,49 mph,No comment,15.08.24,10:33:11,Thursday,Inter
J29-J28,48 mph,No comment,48 mph,No comment,15.08.24,10:33:31,Thursday,Inter
J28-J27,60 mph,No comment,62 mph,No comment,15.08.24,10:33:51,Thursday,Inter
J27-J26,65 mph,No comment,64 mph,No comment,15.08.24,10:34:11,Thursday,Inter
J26-J25,64 mph,No comment,60 mph,No comment,15.08.24,10:34:32,Thursday,Inter
J25-J24A,50 mph,No comment,48 mph,No comment,15.08.24,10:34:52,Thursday,Inter
J24A-J24,53 mph,No comment,48 mph,No comment,15.08.24,10:35:12,Thursday,Inter
J24-J23A,64 mph,No comment,53 mph,No comment,15.08.24,10:35:32,Thursday,Inter
J23A-J23,69 mph,Unconfirmed Roadworks,61 mph,No comment,15.08.24,10:35:42,Thursday,Inter
J23-J22,70 mph,No comment,67 mph,No comment,15.08.24,10:36:02,Thursday,Inter
J22-J21A,64 mph,No comment,70 mph,Unconfirmed Roadworks,15.08.24,10:36:12,Thursday,Inter
J21A-J21,58 mph,No comment,62 mph,No comment,15.08.24,10:36:32,Thursday,Inter
J21-J20,66 mph,No comment,69 mph,No comment,15.08.24,10:36:52,Thursday,Inter
J20-J19,66 mph,No comment,67 mph,Unconfirmed Roadworks,15.08.24,10:37:02,Thursday,Inter
J19-J18,52 mph,No comment,48 mph,Unconfirmed Roadworks,15.08.24,10:37:13,Thursday,Inter
J18-J17,50 mph,No comment,47 mph,No comment,15.08.24,10:37:33,Thursday,Inter
J17-J16,48 mph,Unconfirmed Roadworks,50 mph,No comment,15.08.24,10:37:43,Thursday,Inter
J16-J15A,55 mph,Unconfirmed Roadworks,59 mph,No comment,15.08.24,10:37:53,Thursday,Inter
J15A-J15,57 mph,No comment,59 mph,No comment,15.08.24,10:38:13,Thursday,Inter
J15-J14,63 mph,No comment,64 mph,No comment,15.08.24,10:38:33,Thursday,Inter
J14-J13,64 mph,No comment,58 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:38:43,Thursday,Inter
J13-J12,48 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:38:53,Thursday,Inter
J12-J11A,48 mph,No comment,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,10:39:03,Thursday,Inter
J11A-J11,48 mph,No comment,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",15.08.24,10:39:13,Thursday,Inter
J11-J10,48 mph,No comment,45 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",15.08.24,10:39:24,Thursday,Inter
J10-J9,60 mph,No comment,59 mph,Roadworks,15.08.24,10:39:34,Thursday,Inter
J9-J8,63 mph,No comment,54 mph,Roadworks,15.08.24,10:39:44,Thursday,Inter
J8-J7,54 mph,No comment,53 mph,No comment,15.08.24,10:40:04,Thursday,Inter
J7-J6A,60 mph,No comment,60 mph,No comment,15.08.24,10:40:24,Thursday,Inter
J6A-J6,62 mph,No comment,64 mph,No comment,15.08.24,10:40:44,Thursday,Inter
J6-J5,59 mph,No comment,65 mph,No comment,15.08.24,10:41:04,Thursday,Inter
J5-J4,70 mph,No comment,65 mph,No comment,15.08.24,10:41:24,Thursday,Inter
J4-J2,63 mph,No comment,68 mph,Unconfirmed Roadworks,15.08.24,10:41:34,Thursday,Inter
J2-J1,62 mph,No comment,55 mph,No comment,15.08.24,10:41:55,Thursday,Inter
J48-J47,53 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",44 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:31:02,Thursday,Evening
J47-J46,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",17 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:31:02,Thursday,Evening
J46-J45,34 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",19 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:31:02,Thursday,Evening
J45-J43|44,15 mph,Unconfirmed Roadworks,44 mph,Unconfirmed Roadworks,15.08.24,16:31:02,Thursday,Evening
J43|44-J42,25 mph,"Congestion, Unconfirmed Roadworks",53 mph,No comment,15.08.24,16:31:12,Thursday,Evening
J42-J41,60 mph,No comment,59 mph,No comment,15.08.24,16:31:33,Thursday,Evening
J41-J40,67 mph,No comment,63 mph,No comment,15.08.24,16:31:53,Thursday,Evening
J40-J39,65 mph,No comment,61 mph,No comment,15.08.24,16:32:13,Thursday,Evening
J39-J38,68 mph,No comment,65 mph,No comment,15.08.24,16:32:33,Thursday,Evening
J38-J37,69 mph,No comment,63 mph,No comment,15.08.24,16:32:53,Thursday,Evening
J37-J36,63 mph,No comment,65 mph,No comment,15.08.24,16:33:13,Thursday,Evening
J36-J35A,63 mph,Unconfirmed Roadworks,61 mph,Unconfirmed Roadworks,15.08.24,16:33:13,Thursday,Evening
J35A-J35,57 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,15.08.24,16:33:13,Thursday,Evening
J35-J34,48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",32 mph,"Unconfirmed Roadworks, Congestion",15.08.24,16:33:13,Thursday,Evening
J34-J33,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",12 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Congestion, Unconfirmed Roadworks",15.08.24,16:33:13,Thursday,Evening
J33-J32,49 mph,Unconfirmed Roadworks,45 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:33:14,Thursday,Evening
J32-J31,63 mph,Unconfirmed Roadworks,39 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:33:14,Thursday,Evening
J31-J30,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:33:14,Thursday,Evening
J30-J29A,39 mph,Unconfirmed Roadworks,54 mph,Unconfirmed Roadworks,15.08.24,16:33:14,Thursday,Evening
J29A-J29,32 mph,No comment,37 mph,No comment,15.08.24,16:33:34,Thursday,Evening
J29-J28,41 mph,No comment,40 mph,No comment,15.08.24,16:33:54,Thursday,Evening
J28-J27,11 mph,Congestion,64 mph,No comment,15.08.24,16:34:04,Thursday,Evening
J27-J26,60 mph,No comment,68 mph,No comment,15.08.24,16:34:24,Thursday,Evening
J26-J25,63 mph,No comment,57 mph,No comment,15.08.24,16:34:44,Thursday,Evening
J25-J24A,43 mph,No comment,49 mph,No comment,15.08.24,16:35:04,Thursday,Evening
J24A-J24,17 mph,No comment,44 mph,No comment,15.08.24,16:35:25,Thursday,Evening
J24-J23A,18 mph,No comment,53 mph,No comment,15.08.24,16:35:45,Thursday,Evening
J23A-J23,60 mph,No comment,65 mph,No comment,15.08.24,16:36:05,Thursday,Evening
J23-J22,64 mph,No comment,65 mph,No comment,15.08.24,16:36:25,Thursday,Evening
J22-J21A,58 mph,No comment,67 mph,Unconfirmed Roadworks,15.08.24,16:36:35,Thursday,Evening
J21A-J21,53 mph,No comment,55 mph,No comment,15.08.24,16:36:55,Thursday,Evening
J21-J20,68 mph,No comment,68 mph,No comment,15.08.24,16:37:15,Thursday,Evening
J20-J19,68 mph,No comment,69 mph,Unconfirmed Roadworks,15.08.24,16:37:25,Thursday,Evening
J19-J18,51 mph,No comment,50 mph,Unconfirmed Roadworks,15.08.24,16:37:35,Thursday,Evening
J18-J17,50 mph,No comment,48 mph,No comment,15.08.24,16:37:55,Thursday,Evening
J17-J16,48 mph,No comment,48 mph,No comment,15.08.24,16:38:16,Thursday,Evening
J16-J15A,58 mph,No comment,63 mph,No comment,15.08.24,16:38:36,Thursday,Evening
J15A-J15,63 mph,No comment,66 mph,No comment,15.08.24,16:38:56,Thursday,Evening
J15-J14,66 mph,No comment,68 mph,No comment,15.08.24,16:39:16,Thursday,Evening
J14-J13,65 mph,No comment,62 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:39:26,Thursday,Evening
J13-J12,52 mph,No comment,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",15.08.24,16:39:36,Thursday,Evening
J12-J11A,48 mph,No comment,23 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Congestion",15.08.24,16:39:46,Thursday,Evening
J11A-J11,47 mph,No comment,24 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",15.08.24,16:39:56,Thursday,Evening
J11-J10,37 mph,No comment,39 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",15.08.24,16:40:07,Thursday,Evening
J10-J9,23 mph,No comment,63 mph,Roadworks,15.08.24,16:40:17,Thursday,Evening
J9-J8,50 mph,No comment,59 mph,Roadworks,15.08.24,16:40:27,Thursday,Evening
J8-J7,53 mph,No comment,58 mph,No comment,15.08.24,16:40:47,Thursday,Evening
J7-J6A,57 mph,No comment,58 mph,No comment,15.08.24,16:41:07,Thursday,Evening
J6A-J6,65 mph,No comment,70 mph,No comment,15.08.24,16:41:27,Thursday,Evening
J6-J5,65 mph,No comment,67 mph,No comment,15.08.24,16:41:47,Thursday,Evening
J5-J4,67 mph,No comment,65 mph,No comment,15.08.24,16:42:07,Thursday,Evening
J4-J2,69 mph,No comment,61 mph,No comment,15.08.24,16:42:27,Thursday,Evening
J2-J1,70 mph,No comment,58 mph,No comment,15.08.24,16:42:48,Thursday,Evening
J48-J47,55 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:01:05,Friday,Morning
J47-J46,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:01:05,Friday,Morning
J46-J45,46 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:01:06,Friday,Morning
J45-J43|44,46 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,16.08.24,09:01:06,Friday,Morning
J43|44-J42,52 mph,Unconfirmed Roadworks,64 mph,No comment,16.08.24,09:01:16,Friday,Morning
J42-J41,70 mph,No comment,65 mph,No comment,16.08.24,09:01:36,Friday,Morning
J41-J40,65 mph,No comment,70 mph,No comment,16.08.24,09:01:56,Friday,Morning
J40-J39,66 mph,No comment,70 mph,No comment,16.08.24,09:02:16,Friday,Morning
J39-J38,67 mph,No comment,69 mph,No comment,16.08.24,09:02:36,Friday,Morning
J38-J37,70 mph,No comment,70 mph,No comment,16.08.24,09:02:56,Friday,Morning
J37-J36,69 mph,No comment,70 mph,No comment,16.08.24,09:03:16,Friday,Morning
J36-J35A,68 mph,Unconfirmed Roadworks,67 mph,Unconfirmed Roadworks,16.08.24,09:03:17,Friday,Morning
J35A-J35,60 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,16.08.24,09:03:17,Friday,Morning
J35-J34,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",49 mph,Unconfirmed Roadworks,16.08.24,09:03:17,Friday,Morning
J34-J33,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",48 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:03:17,Friday,Morning
J33-J32,50 mph,Unconfirmed Roadworks,54 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:03:17,Friday,Morning
J32-J31,56 mph,Unconfirmed Roadworks,51 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:03:17,Friday,Morning
J31-J30,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks",50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:03:17,Friday,Morning
J30-J29A,48 mph,Unconfirmed Roadworks,49 mph,Unconfirmed Roadworks,16.08.24,09:03:17,Friday,Morning
J29A-J29,50 mph,No comment,49 mph,No comment,16.08.24,09:03:37,Friday,Morning
J29-J28,49 mph,No comment,49 mph,No comment,16.08.24,09:03:57,Friday,Morning
J28-J27,60 mph,No comment,63 mph,No comment,16.08.24,09:04:17,Friday,Morning
J27-J26,65 mph,No comment,68 mph,No comment,16.08.24,09:04:38,Friday,Morning
J26-J25,63 mph,No comment,60 mph,No comment,16.08.24,09:04:58,Friday,Morning
J25-J24A,50 mph,No comment,50 mph,No comment,16.08.24,09:05:18,Friday,Morning
J24A-J24,52 mph,No comment,50 mph,No comment,16.08.24,09:05:38,Friday,Morning
J24-J23A,63 mph,No comment,58 mph,No comment,16.08.24,09:05:58,Friday,Morning
J23A-J23,69 mph,Unconfirmed Roadworks,66 mph,No comment,16.08.24,09:06:08,Friday,Morning
J23-J22,70 mph,No comment,66 mph,No comment,16.08.24,09:06:28,Friday,Morning
J22-J21A,70 mph,No comment,69 mph,Unconfirmed Roadworks,16.08.24,09:06:38,Friday,Morning
J21A-J21,65 mph,No comment,64 mph,No comment,16.08.24,09:06:58,Friday,Morning
J21-J20,70 mph,No comment,67 mph,No comment,16.08.24,09:07:19,Friday,Morning
J20-J19,70 mph,No comment,62 mph,No comment,16.08.24,09:07:39,Friday,Morning
J19-J18,50 mph,No comment,49 mph,No comment,16.08.24,09:07:59,Friday,Morning
J18-J17,49 mph,No comment,48 mph,No comment,16.08.24,09:08:19,Friday,Morning
J17-J16,48 mph,No comment,49 mph,No comment,16.08.24,09:08:39,Friday,Morning
J16-J15A,59 mph,No comment,60 mph,No comment,16.08.24,09:08:59,Friday,Morning
J15A-J15,64 mph,No comment,66 mph,No comment,16.08.24,09:09:19,Friday,Morning
J15-J14,64 mph,No comment,69 mph,No comment,16.08.24,09:09:40,Friday,Morning
J14-J13,65 mph,No comment,61 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:09:50,Friday,Morning
J13-J12,49 mph,No comment,50 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:10:00,Friday,Morning
J12-J11A,49 mph,No comment,49 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks, Unconfirmed Roadworks",16.08.24,09:10:10,Friday,Morning
J11A-J11,49 mph,No comment,47 mph,"Unconfirmed Roadworks, Unconfirmed Roadworks, Roadworks",16.08.24,09:10:20,Friday,Morning
J11-J10,49 mph,No comment,49 mph,"Unconfirmed Roadworks, Roadworks, Unconfirmed Roadworks",16.08.24,09:10:30,Friday,Morning
J10-J9,56 mph,No comment,63 mph,Roadworks,16.08.24,09:10:40,Friday,Morning
J9-J8,62 mph,No comment,64 mph,Roadworks,16.08.24,09:10:50,Friday,Morning
J8-J7,55 mph,No comment,57 mph,No comment,16.08.24,09:11:10,Friday,Morning
J7-J6A,62 mph,No comment,64 mph,No comment,16.08.24,09:11:30,Friday,Morning
J6A-J6,70 mph,No comment,70 mph,No comment,16.08.24,09:11:51,Friday,Morning
J6-J5,67 mph,No comment,68 mph,No comment,16.08.24,09:12:11,Friday,Morning
J5-J4,70 mph,No comment,70 mph,No comment,16.08.24,09:12:31,Friday,Morning
J4-J2,60 mph,No comment,70 mph,No comment,16.08.24,09:12:51,Friday,Morning
J2-J1,66 mph,No comment,63 mph,No comment,16.08.24,09:13:11,Friday,Morning
